Salt,Temperature_C,MW_Salt_g_per_mol,RH_Water_Activity,Mass_Fraction_Salt,Mass_Fraction_Water,Mole_Fraction_Water,Mole_Fraction_Water_Ionic_Basis,Molality_mol_per_kg,Activity_Coefficient_Water,Ionic_Strength_mol_per_kg,ln_aw,ln_gammaw
RbCl,30.0000000000,120.9200000000,0.8191636364,0.3964807923,0.6035192077,0.9108513651,0.8362966595,5.4329150889,0.9795132230,5.4329150889,-0.1994714149,-0.0206995419
RbCl,30.0000000000,120.9200000000,0.8212515152,0.3941717780,0.6058282220,0.9116326142,0.8376147853,5.3806889534,0.9804644445,5.3806889534,-0.1969258643,-0.0197288966
RbCl,30.0000000000,120.9200000000,0.8233393939,0.3918119026,0.6081880974,0.9124263125,0.8389558546,5.3277221797,0.9813858375,5.3277221797,-0.1943867770,-0.0187895864
RbCl,30.0000000000,120.9200000000,0.8254272727,0.3893997886,0.6106002114,0.9132326527,0.8403202902,5.2740060368,0.9822769751,5.2740060368,-0.1918541204,-0.0178819584
RbCl,30.0000000000,120.9200000000,0.8275151515,0.3869340943,0.6130659057,0.9140518027,0.8417084766,5.2195335791,0.9831374811,5.2195335791,-0.1893278619,-0.0170063099
RbCl,30.0000000000,120.9200000000,0.8296030303,0.3844135298,0.6155864702,0.9148839008,0.8431207513,5.1642999669,0.9839670403,5.1642999669,-0.1868079693,-0.0161628781
RbCl,30.0000000000,120.9200000000,0.8316909091,0.3818368750,0.6181631250,0.9157290496,0.8445573953,5.1083028131,0.9847654093,5.1083028131,-0.1842944107,-0.0153518293
RbCl,30.0000000000,120.9200000000,0.8337787879,0.3792029997,0.6207970003,0.9165873108,0.8460186224,5.0515425562,0.9855324290,5.0515425562,-0.1817871542,-0.0145732468
RbCl,30.0000000000,120.9200000000,0.8358666667,0.3765108868,0.6234891132,0.9174586982,0.8475045679,4.9940228516,0.9862680372,4.9940228516,-0.1792861683,-0.0138271183
RbCl,30.0000000000,120.9200000000,0.8379545455,0.3737596560,0.6262403440,0.9183431716,0.8490152768,4.9357509781,0.9869722823,4.9357509781,-0.1767914217,-0.0131133227
RbCl,30.0000000000,120.9200000000,0.8400424242,0.3709485900,0.6290514100,0.9192406297,0.8505506914,4.8767382479,0.9876453370,4.8767382479,-0.1743028834,-0.0124316163
RbCl,30.0000000000,120.9200000000,0.8421303030,0.3680771627,0.6319228373,0.9201509035,0.8521106388,4.8170004103,0.9882875118,4.8170004103,-0.1718205225,-0.0117816197
RbCl,30.0000000000,120.9200000000,0.8442181818,0.3651450665,0.6348549335,0.9210737495,0.8536948184,4.7565580333,0.9888992689,4.7565580333,-0.1693443085,-0.0111628040
RbCl,30.0000000000,120.9200000000,0.8463060606,0.3621522406,0.6378477594,0.9220088441,0.8553027908,4.6954368466,0.9894812337,4.6954368466,-0.1668742110,-0.0105744796
RbCl,30.0000000000,120.9200000000,0.8483939394,0.3590988983,0.6409011017,0.9229557778,0.8569339668,4.6336680259,0.9900342060,4.6336680259,-0.1644101999,-0.0100157849
RbCl,30.0000000000,120.9200000000,0.8504818182,0.3559855511,0.6440144489,0.9239140513,0.8585875993,4.5712883970,0.9905591681,4.5712883970,-0.1619522452,-0.0094856790
RbCl,30.0000000000,120.9200000000,0.8525696970,0.3528130303,0.6471869697,0.9248830733,0.8602627774,4.5083405377,0.9910572901,4.5083405377,-0.1595003172,-0.0089829359
RbCl,30.0000000000,120.9200000000,0.8546575758,0.3495825027,0.6504174973,0.9258621592,0.8619584228,4.4448727553,0.9915299313,4.4448727553,-0.1570543865,-0.0085061435
RbCl,30.0000000000,120.9200000000,0.8567454545,0.3462954808,0.6537045192,0.9268505326,0.8636732913,4.3809389203,0.9919786373,4.3809389203,-0.1546144237,-0.0080537069
RbCl,30.0000000000,120.9200000000,0.8588333333,0.3429538241,0.6570461759,0.9278473298,0.8654059777,4.3165981410,0.9924051318,4.3165981410,-0.1521803999,-0.0076238561
RbCl,30.0000000000,120.9200000000,0.8609212121,0.3395597324,0.6604402676,0.9288516059,0.8671549255,4.2519142702,0.9928113038,4.2519142702,-0.1497522862,-0.0072146594
RbCl,30.0000000000,120.9200000000,0.8630090909,0.3361157290,0.6638842710,0.9298623443,0.8689184418,4.1869552431,0.9931991881,4.1869552431,-0.1473300539,-0.0068240428
RbCl,30.0000000000,120.9200000000,0.8650969697,0.3326246338,0.6673753662,0.9308784688,0.8706947167,4.1217922541,0.9935709418,4.1217922541,-0.1449136746,-0.0064498136
RbCl,30.0000000000,120.9200000000,0.8671848485,0.3290895267,0.6709104733,0.9318988577,0.8724818472,4.0564987921,0.9939288150,4.0564987921,-0.1425031202,-0.0060896896
RbCl,30.0000000000,120.9200000000,0.8692727273,0.3255137011,0.6744862989,0.9329223605,0.8742778650,3.9911495609,0.9942751179,3.9911495609,-0.1400983626,-0.0057413321
RbCl,30.0000000000,120.9200000000,0.8713606061,0.3219006104,0.6780993896,0.9339478155,0.8760807670,3.9258193232,0.9946121852,3.9258193232,-0.1376993740,-0.0054023815
RbCl,30.0000000000,120.9200000000,0.8734484848,0.3182538075,0.6817461925,0.9349740687,0.8778885482,3.8605817076,0.9949423382,3.8605817076,-0.1353061267,-0.0050704951
RbCl,30.0000000000,120.9200000000,0.8755363636,0.3145768808,0.6854231192,0.9359999923,0.8796992346,3.7955080275,0.9952678475,3.7955080275,-0.1329185934,-0.0047433846
RbCl,30.0000000000,120.9200000000,0.8776242424,0.3108733883,0.6891266117,0.9370245033,0.8815109156,3.7306661529,0.9955908961,3.7306661529,-0.1305367469,-0.0044188526
RbCl,30.0000000000,120.9200000000,0.8797121212,0.3071467927,0.6928532073,0.9380465800,0.8833217752,3.6661194782,0.9959135458,3.6661194782,-0.1281605600,-0.0040948265
RbCl,30.0000000000,120.9200000000,0.8818000000,0.3034003993,0.6965996007,0.9390652775,0.8851301194,3.6019260178,0.9962377064,3.6019260178,-0.1257900061,-0.0037693888
RbCl,30.0000000000,120.9200000000,0.8838878788,0.2996372987,0.7003627013,0.9400797405,0.8869344011,3.5381376545,0.9965651098,3.5381376545,-0.1234250583,-0.0034408030
RbCl,30.0000000000,120.9200000000,0.8859757576,0.2958603159,0.7041396841,0.9410892137,0.8887332398,3.4747995535,0.9968972892,3.4747995535,-0.1210656904,-0.0031075342
RbCl,30.0000000000,120.9200000000,0.8880636364,0.2920719665,0.7079280335,0.9420930498,0.8905254377,3.4119497451,0.9972355631,3.4119497451,-0.1187118760,-0.0027682650
RbCl,30.0000000000,120.9200000000,0.8901515152,0.2882744204,0.7117255796,0.9430907149,0.8923099912,3.3496188693,0.9975810244,3.3496188693,-0.1163635890,-0.0024219060
RbCl,30.0000000000,120.9200000000,0.8922393939,0.2844694730,0.7155305270,0.9440817913,0.8940860983,3.2878300667,0.9979345341,3.2878300667,-0.1140208036,-0.0020676019
RbCl,30.0000000000,120.9200000000,0.8943272727,0.2806585228,0.7193414772,0.9450659789,0.8958531624,3.2265989947,0.9982967190,3.2265989947,-0.1116834939,-0.0017047332
RbCl,30.0000000000,120.9200000000,0.8964151515,0.2768425552,0.7231574448,0.9460430944,0.8976107935,3.1659339420,0.9986679728,3.1659339420,-0.1093516346,-0.0013329151
RbCl,30.0000000000,120.9200000000,0.8985030303,0.2730221301,0.7269778699,0.9470130696,0.8993588072,3.1058360139,0.9990484589,3.1058360139,-0.1070252001,-0.0009519941
RbCl,30.0000000000,120.9200000000,0.9005909091,0.2691973731,0.7308026269,0.9479759492,0.9010972216,3.0462993600,0.9994381155,3.0462993600,-0.1047041654,-0.0005620424
RbCl,30.0000000000,120.9200000000,0.9026787879,0.2653679674,0.7346320326,0.9489318876,0.9028262550,2.9873114135,0.9998366606,2.9873114135,-0.1023885055,-0.0001633527
RbCl,30.0000000000,120.9200000000,0.9047666667,0.2615331458,0.7384668542,0.9498811466,0.9045463222,2.9288531165,1.0002435967,2.9288531165,-0.1000781954,0.0002435670
RbCl,30.0000000000,120.9200000000,0.9068545455,0.2576916798,0.7423083202,0.9508240935,0.9062580333,2.8708991025,1.0006582145,2.8708991025,-0.0977732106,0.0006579980
RbCl,30.0000000000,120.9200000000,0.9089424242,0.2538418648,0.7461581352,0.9517612000,0.9079621934,2.8134178119,1.0010795943,2.8134178119,-0.0954735265,0.0010790120
RbCl,30.0000000000,120.9200000000,0.9110303030,0.2499814989,0.7500185011,0.9526930430,0.9096598057,2.7563715121,1.0015066042,2.7563715121,-0.0931791188,0.0015054704
RbCl,30.0000000000,120.9200000000,0.9131181818,0.2461078521,0.7538921479,0.9536203071,0.9113520776,2.6997161944,1.0019378946,2.6997161944,-0.0908899634,0.0019360193
RbCl,30.0000000000,120.9200000000,0.9152060606,0.2422176245,0.7577823755,0.9545437898,0.9130404320,2.6434013152,1.0023718869,2.6434013152,-0.0886060362,0.0023690784
RbCl,30.0000000000,120.9200000000,0.9172939394,0.2383068876,0.7616931124,0.9554644101,0.9147265248,2.5873693400,1.0028067565,2.5873693400,-0.0863273135,0.0028028249
RbCl,30.0000000000,120.9200000000,0.9193818182,0.2343710061,0.7656289939,0.9563832212,0.9164122699,2.5315550407,1.0032404065,2.5315550407,-0.0840537715,0.0032351677
RbCl,30.0000000000,120.9200000000,0.9214696970,0.2304045316,0.7695954684,0.9573014281,0.9180998746,2.4758844733,1.0036704311,2.4758844733,-0.0817853869,0.0036637115
RbCl,30.0000000000,120.9200000000,0.9235575758,0.2264010606,0.7735989394,0.9582204134,0.9197918886,2.4202735401,1.0040940643,2.4202735401,-0.0795221361,0.0040857064
RbCl,30.0000000000,120.9200000000,0.9256454545,0.2223530419,0.7776469581,0.9591417717,0.9214912709,2.3646259931,1.0045081096,2.3646259931,-0.0772639961,0.0044979785
RbCl,30.0000000000,120.9200000000,0.9277333333,0.2182515161,0.7817484839,0.9600673572,0.9232014822,2.3088306713,1.0049088430,2.3088306713,-0.0750109438,0.0048968339
RbCl,30.0000000000,120.9200000000,0.9298212121,0.2140857559,0.7859142441,0.9609993509,0.9249266127,2.2527576541,1.0052918787,2.2527576541,-0.0727629563,0.0052779259
RbCl,30.0000000000,120.9200000000,0.9319090909,0.2098427630,0.7901572370,0.9619403539,0.9266715622,2.1962528358,1.0056519796,2.1962528358,-0.0705200110,0.0056360671
RbCl,30.0000000000,120.9200000000,0.9339969697,0.2055065483,0.7944934517,0.9628935219,0.9284422982,2.1391301267,1.0059827859,2.1391301267,-0.0682820852,0.0059649601
RbCl,30.0000000000,120.9200000000,0.9360848485,0.2010570721,0.7989429279,0.9638627643,0.9302462368,2.0811599448,1.0062764153,2.0811599448,-0.0660491565,0.0062568006
RbCl,30.0000000000,120.9200000000,0.9381727273,0.1964686325,0.8035313675,0.9648530464,0.9320928233,2.0220516683,1.0065228525,2.0220516683,-0.0638212027,0.0065016708
RbCl,30.0000000000,120.9200000000,0.9402606061,0.1917073052,0.8082926948,0.9658708710,0.9339944538,1.9614257389,1.0067089823,1.9614257389,-0.0615982017,0.0066865773
RbCl,30.0000000000,120.9200000000,0.9423484848,0.1867266604,0.8132733396,0.9669250841,0.9359680205,1.8987669151,1.0068169684,1.8987669151,-0.0593801314,0.0067938379
RbCl,30.0000000000,120.9200000000,0.9444363636,0.1814600867,0.8185399133,0.9680283210,0.9380376813,1.8333404232,1.0068213489,1.8333404232,-0.0571669700,0.0067981888
RbCl,30.0000000000,120.9200000000,0.9465242424,0.1758057315,0.8241942685,0.9691998449,0.9402402979,1.7640272953,1.0066833388,1.7640272953,-0.0549586960,0.0066611043
RbCl,30.0000000000,120.9200000000,0.9486121212,0.1695929506,0.8304070494,0.9704718763,0.9426375579,1.6889571465,1.0063381341,1.6889571465,-0.0527552876,0.0063181326
RbCl,30.0000000000,120.9200000000,0.9507000000,0.1624915431,0.8375084569,0.9719067309,0.9453487928,1.6045136772,1.0056605638,1.6045136772,-0.0505567236,0.0056446031
CsBr,30.0000000000,212.8100000000,0.8490000000,0.5552635553,0.4447364447,0.9044116764,0.8255032086,5.8668423436,1.0284635979,5.8668423436,-0.1636960927,0.0280660361
CsBr,30.0000000000,212.8100000000,0.8499818182,0.5532116443,0.4467883557,0.9051272792,0.8266963474,5.8183177498,1.0281668969,5.8183177498,-0.1625403201,0.0277775049
CsBr,30.0000000000,212.8100000000,0.8509636364,0.5511620542,0.4488379458,0.9058366567,0.8278806470,5.7702909569,1.0278820255,5.7702909569,-0.1613858818,0.0275003993
CsBr,30.0000000000,212.8100000000,0.8519454545,0.5491142175,0.4508857825,0.9065400825,0.8290565279,5.7227413232,1.0276084029,5.7227413232,-0.1602327747,0.0272341635
CsBr,30.0000000000,212.8100000000,0.8529272727,0.5470675810,0.4529324190,0.9072378186,0.8302243929,5.6756491490,1.0273454744,5.6756491490,-0.1590809957,0.0269782662
CsBr,30.0000000000,212.8100000000,0.8539090909,0.5450216035,0.4549783965,0.9079301156,0.8313846290,5.6289956050,1.0270927091,5.6289956050,-0.1579305418,0.0267321987
CsBr,30.0000000000,212.8100000000,0.8548909091,0.5429757547,0.4570242453,0.9086172143,0.8325376085,5.5827626680,1.0268495986,5.5827626680,-0.1567814099,0.0264954729
CsBr,30.0000000000,212.8100000000,0.8558727273,0.5409295136,0.4590704864,0.9092993461,0.8336836902,5.5369330599,1.0266156545,5.5369330599,-0.1556335970,0.0262676199
CsBr,30.0000000000,212.8100000000,0.8568545455,0.5388823675,0.4611176325,0.9099767335,0.8348232203,5.4914901936,1.0263904077,5.4914901936,-0.1544871000,0.0260481887
CsBr,30.0000000000,212.8100000000,0.8578363636,0.5368338101,0.4631661899,0.9106495914,0.8359565336,5.4464181219,1.0261734063,5.4464181219,-0.1533419161,0.0258367445
CsBr,30.0000000000,212.8100000000,0.8588181818,0.5347833411,0.4652166589,0.9113181272,0.8370839545,5.4017014909,1.0259642145,5.4017014909,-0.1521980420,0.0256328675
CsBr,30.0000000000,212.8100000000,0.8598000000,0.5327304644,0.4672695356,0.9119825414,0.8382057973,5.3573254963,1.0257624115,5.3573254963,-0.1510554749,0.0254361522
CsBr,30.0000000000,212.8100000000,0.8607818182,0.5306746876,0.4693253124,0.9126430283,0.8393223680,5.3132758436,1.0255675900,5.3132758436,-0.1499142118,0.0252462057
CsBr,30.0000000000,212.8100000000,0.8617636364,0.5286155204,0.4713844796,0.9132997765,0.8404339640,5.2695387105,1.0253793555,5.2695387105,-0.1487742497,0.0250626471
CsBr,30.0000000000,212.8100000000,0.8627454545,0.5265524742,0.4734475258,0.9139529691,0.8415408754,5.2261007121,1.0251973252,5.2261007121,-0.1476355856,0.0248851065
CsBr,30.0000000000,212.8100000000,0.8637272727,0.5244850604,0.4755149396,0.9146027845,0.8426433857,5.1829488683,1.0250211268,5.1829488683,-0.1464982166,0.0247132239
CsBr,30.0000000000,212.8100000000,0.8647090909,0.5224127902,0.4775872098,0.9152493965,0.8437417721,5.1400705732,1.0248503980,5.1400705732,-0.1453621397,0.0245466487
CsBr,30.0000000000,212.8100000000,0.8656909091,0.5203351729,0.4796648271,0.9158929748,0.8448363063,5.0974535666,1.0246847853,5.0974535666,-0.1442273520,0.0243850388
CsBr,30.0000000000,212.8100000000,0.8666727273,0.5182517158,0.4817482842,0.9165336854,0.8459272549,5.0550859066,1.0245239436,5.0550859066,-0.1430938507,0.0242280595
CsBr,30.0000000000,212.8100000000,0.8676545455,0.5161619226,0.4838380774,0.9171716908,0.8470148805,5.0129559446,1.0243675353,5.0129559446,-0.1419616326,0.0240753834
CsBr,30.0000000000,212.8100000000,0.8686363636,0.5140652927,0.4859347073,0.9178071507,0.8480994412,4.9710523006,1.0242152293,4.9710523006,-0.1408306951,0.0239266894
CsBr,30.0000000000,212.8100000000,0.8696181818,0.5119613202,0.4880386798,0.9184402218,0.8491811921,4.9293638407,1.0240667009,4.9293638407,-0.1397010351,0.0237816621
CsBr,30.0000000000,212.8100000000,0.8706000000,0.5098494934,0.4901505066,0.9190710583,0.8502603851,4.8878796547,1.0239216306,4.8878796547,-0.1385726499,0.0236399911
CsBr,30.0000000000,212.8100000000,0.8715818182,0.5077292932,0.4922707068,0.9196998124,0.8513372699,4.8465890357,1.0237797040,4.8465890357,-0.1374455364,0.0235013706
CsBr,30.0000000000,212.8100000000,0.8725636364,0.5056001926,0.4943998074,0.9203266344,0.8524120940,4.8054814598,1.0236406106,4.8054814598,-0.1363196919,0.0233654988
CsBr,30.0000000000,212.8100000000,0.8735454545,0.5034616555,0.4965383445,0.9209516729,0.8534851033,4.7645465667,1.0235040439,4.7645465667,-0.1351951135,0.0232320771
CsBr,30.0000000000,212.8100000000,0.8745272727,0.5013131360,0.4986868640,0.9215750751,0.8545565425,4.7237741411,1.0233697002,4.7237741411,-0.1340717984,0.0231008100
CsBr,30.0000000000,212.8100000000,0.8755090909,0.4991540770,0.5008459230,0.9221969874,0.8556266559,4.6831540950,1.0232372787,4.6831540950,-0.1329497436,0.0229714040
CsBr,30.0000000000,212.8100000000,0.8764909091,0.4969839093,0.5030160907,0.9228175549,0.8566956871,4.6426764496,1.0231064803,4.6426764496,-0.1318289465,0.0228435678
CsBr,30.0000000000,212.8100000000,0.8774727273,0.4948020506,0.5051979494,0.9234369225,0.8577638801,4.6023313188,1.0229770076,4.6023313188,-0.1307094042,0.0227170112
CsBr,30.0000000000,212.8100000000,0.8784545455,0.4926079043,0.5073920957,0.9240552346,0.8588314793,4.5621088920,1.0228485642,4.5621088920,-0.1295911138,0.0225914449
CsBr,30.0000000000,212.8100000000,0.8794363636,0.4904008583,0.5095991417,0.9246726353,0.8598987301,4.5219994178,1.0227208540,4.5219994178,-0.1284740726,0.0224665798
CsBr,30.0000000000,212.8100000000,0.8804181818,0.4881802838,0.5118197162,0.9252892693,0.8609658793,4.4819931880,1.0225935812,4.4819931880,-0.1273582778,0.0223421267
CsBr,30.0000000000,212.8100000000,0.8814000000,0.4859455339,0.5140544661,0.9259052812,0.8620331754,4.4420805214,1.0224664493,4.4420805214,-0.1262437266,0.0222177959
CsBr,30.0000000000,212.8100000000,0.8823818182,0.4836959425,0.5163040575,0.9265208164,0.8631008692,4.4022517480,1.0223391606,4.4022517480,-0.1251304162,0.0220932965
CsBr,30.0000000000,212.8100000000,0.8833636364,0.4814308228,0.5185691772,0.9271360213,0.8641692142,4.3624971932,1.0222114163,4.3624971932,-0.1240183439,0.0219683357
CsBr,30.0000000000,212.8100000000,0.8843454545,0.4791494656,0.5208505344,0.9277510433,0.8652384668,4.3228071620,1.0220829153,4.3228071620,-0.1229075070,0.0218426189
CsBr,30.0000000000,212.8100000000,0.8853272727,0.4768511382,0.5231488618,0.9283660310,0.8663088870,4.2831719235,1.0219533540,4.2831719235,-0.1217979026,0.0217158489
CsBr,30.0000000000,212.8100000000,0.8863090909,0.4745350822,0.5254649178,0.9289811348,0.8673807390,4.2435816948,1.0218224259,4.2435816948,-0.1206895281,0.0215877251
CsBr,30.0000000000,212.8100000000,0.8872909091,0.4722005123,0.5277994877,0.9295965069,0.8684542912,4.2040266253,1.0216898208,4.2040266253,-0.1195823808,0.0214579435
CsBr,30.0000000000,212.8100000000,0.8882727273,0.4698466143,0.5301533857,0.9302123016,0.8695298169,4.1644967807,1.0215552244,4.1644967807,-0.1184764578,0.0213261959
CsBr,30.0000000000,212.8100000000,0.8892545455,0.4674725430,0.5325274570,0.9308286755,0.8706075951,4.1249821271,1.0214183181,4.1249821271,-0.1173717566,0.0211921693
CsBr,30.0000000000,212.8100000000,0.8902363636,0.4650774205,0.5349225795,0.9314457881,0.8716879103,4.0854725147,1.0212787778,4.0854725147,-0.1162682744,0.0210555457
CsBr,30.0000000000,212.8100000000,0.8912181818,0.4626603337,0.5373396663,0.9320638014,0.8727710538,4.0459576614,1.0211362739,4.0459576614,-0.1151660085,0.0209160012
CsBr,30.0000000000,212.8100000000,0.8922000000,0.4602203326,0.5397796674,0.9326828810,0.8738573236,4.0064271367,1.0209904705,4.0064271367,-0.1140649563,0.0207732057
CsBr,30.0000000000,212.8100000000,0.8931818182,0.4577564272,0.5422435728,0.9333031958,0.8749470253,3.9668703448,1.0208410251,3.9668703448,-0.1129651150,0.0206268220
CsBr,30.0000000000,212.8100000000,0.8941636364,0.4552675856,0.5447324144,0.9339249182,0.8760404724,3.9272765083,1.0206875876,3.9272765083,-0.1118664821,0.0204765057
CsBr,30.0000000000,212.8100000000,0.8951454545,0.4527527313,0.5472472687,0.9345482251,0.8771379871,3.8876346519,1.0205298001,3.8876346519,-0.1107690549,0.0203219043
CsBr,30.0000000000,212.8100000000,0.8961272727,0.4502107400,0.5497892600,0.9351732974,0.8782399006,3.8479335856,1.0203672961,3.8479335856,-0.1096728306,0.0201626567
CsBr,30.0000000000,212.8100000000,0.8971090909,0.4476404373,0.5523595627,0.9358003207,0.8793465540,3.8081618889,1.0201997004,3.8081618889,-0.1085778068,0.0199983929
CsBr,30.0000000000,212.8100000000,0.8980909091,0.4450405951,0.5549594049,0.9364294855,0.8804582984,3.7683078951,1.0200266279,3.7683078951,-0.1074839807,0.0198287327
CsBr,30.0000000000,212.8100000000,0.8990727273,0.4424099292,0.5575900708,0.9370609873,0.8815754960,3.7283596761,1.0198476834,3.7283596761,-0.1063913498,0.0196532861
CsBr,30.0000000000,212.8100000000,0.9000545455,0.4397470952,0.5602529048,0.9376950273,0.8826985201,3.6883050287,1.0196624611,3.6883050287,-0.1052999114,0.0194716521
CsBr,30.0000000000,212.8100000000,0.9010363636,0.4370506858,0.5629493142,0.9383318121,0.8838277560,3.6481314614,1.0194705444,3.6481314614,-0.1042096630,0.0192834184
CsBr,30.0000000000,212.8100000000,0.9020181818,0.4343192269,0.5656807731,0.9389715544,0.8849636014,3.6078261840,1.0192715049,3.6078261840,-0.1031206019,0.0190881612
CsBr,30.0000000000,212.8100000000,0.9030000000,0.4315511748,0.5684488252,0.9396144728,0.8861064667,3.5673760985,1.0190649024,3.5673760985,-0.1020327256,0.0188854445
