Salt,Temperature_C,MW_Salt_g_per_mol,RH_Water_Activity,Mass_Fraction_Salt,Mass_Fraction_Water,Mole_Fraction_Water,Mole_Fraction_Water_Ionic_Basis,Molality_mol_per_kg,Activity_Coefficient_Water,Ionic_Strength_mol_per_kg,ln_aw,ln_gammaw
ZnBr2,25.0000000000,225.2000000000,0.6860909091,0.5502542460,0.4497457540,0.9108522949,0.7730254120,5.4328528773,0.8875399158,16.2985586318,-0.3767451395,-0.1193017831
ZnBr2,25.0000000000,225.2000000000,0.6938484848,0.5455143279,0.4544856721,0.9123939236,0.7763652899,5.3298818164,0.8937139435,15.9896454493,-0.3655016639,-0.1123695287
ZnBr2,25.0000000000,225.2000000000,0.7016060606,0.5406471198,0.4593528802,0.9139491140,0.7797523524,5.2263569009,0.8997806271,15.6790707028,-0.3543831997,-0.1056042930
ZnBr2,25.0000000000,225.2000000000,0.7093636364,0.5356443564,0.4643556436,0.9155189997,0.7831897011,5.1222104659,0.9057366758,15.3666313977,-0.3433869977,-0.0990066600
ZnBr2,25.0000000000,225.2000000000,0.7171212121,0.5304969773,0.4695030227,0.9171048028,0.7866806993,5.0173700712,0.9115785003,15.0521102135,-0.3325103981,-0.0925775664
ZnBr2,25.0000000000,225.2000000000,0.7248787879,0.5251950174,0.4748049826,0.9187078453,0.7902290079,4.9117577972,0.9173021753,14.7352733915,-0.3217508272,-0.0863183351
ZnBr2,25.0000000000,225.2000000000,0.7326363636,0.5197274767,0.4802725233,0.9203295647,0.7938386267,4.8052894206,0.9229033949,14.4158682618,-0.3111057935,-0.0802307142
ZnBr2,25.0000000000,225.2000000000,0.7403939394,0.5140821660,0.4859178340,0.9219715302,0.7975139447,4.6978734436,0.9283774212,14.0936203307,-0.3005728839,-0.0743169249
ZnBr2,25.0000000000,225.2000000000,0.7481515152,0.5082455224,0.4917544776,0.9236354638,0.8012597982,4.5894099408,0.9337190220,13.7682298224,-0.2901497612,-0.0685797190
ZnBr2,25.0000000000,225.2000000000,0.7559090909,0.5022023869,0.4977976131,0.9253232645,0.8050815418,4.4797891805,0.9389223968,13.4393675415,-0.2798341602,-0.0630224477
ZnBr2,25.0000000000,225.2000000000,0.7636666667,0.4959357347,0.5040642653,0.9270370376,0.8089851339,4.3688899610,0.9439810878,13.1066698830,-0.2696238852,-0.0576491472
